Datetime,Mission ID,Mission,Mission Attempt,Doll Type,Doll Name,Doll Rarity,Doll Core,Equip Type,Equip Name,Equip Rarity
2021-09-26 14:35:06,124,Morning Conference IV,3904,HG,Bren Ten,2,0,,,
2021-09-26 14:35:36,124,Morning Conference IV,3904,MG,M2HB,3,1,,,
2021-09-26 14:35:50,124,Morning Conference IV,3904,MG,MG34,2,0,,,
2021-09-26 14:38:18,124,Morning Conference IV,3905,SMG,M38,2,0,,,
2021-09-26 14:39:00,124,Morning Conference IV,3905,HG,P38,2,0,,,
2021-09-26 14:39:57,124,Morning Conference IV,3905,AR,Gr G3,2,0,,,
2021-09-26 14:40:12,124,Morning Conference IV,3905,SMG,M3,2,0,,,
2021-09-26 14:42:29,124,Morning Conference IV,3906,SMG,PP-2000,2,0,,,
2021-09-26 14:43:03,124,Morning Conference IV,3906,MG,AAT-52,2,0,,,
2021-09-26 14:43:34,124,Morning Conference IV,3906,MG,MG34,2,0,,,
2021-09-26 14:43:48,124,Morning Conference IV,3906,MG,LWMMG,2,0,,,
2021-09-26 14:45:25,124,Morning Conference IV,3907,SMG,M3,2,0,,,
2021-09-26 14:45:53,124,Morning Conference IV,3907,SMG,PP-2000,2,0,,,
2021-09-26 14:46:24,124,Morning Conference IV,3907,RF,SKS,2,0,,,
2021-09-26 14:46:39,124,Morning Conference IV,3907,HG,P38,2,0,,,
2021-09-26 14:51:03,124,Morning Conference IV,3908,AR,Galil,2,0,,,
2021-09-26 14:51:40,124,Morning Conference IV,3908,HG,Astra,3,1,,,
2021-09-26 14:52:11,124,Morning Conference IV,3908,HG,Bren Ten,2,0,,,
2021-09-26 14:52:25,124,Morning Conference IV,3908,AR,Gr G3,2,0,,,
2021-09-26 14:56:34,124,Morning Conference IV,3909,HG,Bren Ten,2,0,,,
2021-09-26 14:57:01,124,Morning Conference IV,3909,SMG,Ingram,3,1,,,
2021-09-26 14:57:28,124,Morning Conference IV,3909,HG,C96,3,1,,,
2021-09-26 14:57:43,124,Morning Conference IV,3909,SMG,Ingram,3,1,,,
2021-09-26 14:59:14,124,Morning Conference IV,3910,SMG,M38,2,0,,,
2021-09-26 14:59:46,124,Morning Conference IV,3910,SMG,Micro Uzi,3,1,,,
2021-09-26 15:00:48,124,Morning Conference IV,3910,HG,M9,3,1,,,
2021-09-26 15:01:02,124,Morning Conference IV,3910,AR,Gr G3,2,0,,,
2021-09-26 15:02:07,124,Morning Conference IV,3911,RF,SKS,2,0,,,
2021-09-26 15:02:48,124,Morning Conference IV,3911,AR,Galil,2,0,,,
2021-09-26 15:03:16,124,Morning Conference IV,3911,AR,Galil,2,0,,,
2021-09-26 15:03:45,124,Morning Conference IV,3911,HG,Bren Ten,2,0,,,
2021-09-26 15:04:00,124,Morning Conference IV,3911,MG,MG34,2,0,,,
2021-09-26 15:08:34,124,Morning Conference IV,3912,HG,M1911,2,0,,,
2021-09-26 15:09:41,124,Morning Conference IV,3912,SMG,M38,2,0,,,
2021-09-26 15:09:56,124,Morning Conference IV,3912,SMG,M3,2,0,,,
2021-09-26 15:11:31,124,Morning Conference IV,3913,AR,Gr G3,2,0,,,
2021-09-26 15:12:14,124,Morning Conference IV,3913,MG,MG34,2,0,,,
2021-09-26 15:12:41,124,Morning Conference IV,3913,HG,P38,2,0,,,
2021-09-26 15:13:11,124,Morning Conference IV,3913,SMG,PP-2000,2,0,,,
2021-09-26 15:13:26,124,Morning Conference IV,3913,AR,FF F2000,2,0,,,
2021-09-26 15:16:07,124,Morning Conference IV,3914,SMG,M3,2,0,,,
2021-09-26 15:17:12,124,Morning Conference IV,3914,MG,AAT-52,2,0,,,
2021-09-26 15:17:27,124,Morning Conference IV,3914,SMG,PP-2000,2,0,,,
2021-09-26 15:18:45,124,Morning Conference IV,3915,SMG,Type64,2,0,,,
2021-09-26 15:19:12,124,Morning Conference IV,3915,HG,M1911,2,0,,,
2021-09-26 15:19:55,124,Morning Conference IV,3915,MG,LWMMG,2,0,,,
2021-09-26 15:20:24,124,Morning Conference IV,3915,MG,MG34,2,0,,,
2021-09-26 15:20:38,124,Morning Conference IV,3915,SMG,M38,2,0,,,
2021-09-26 15:59:00,124,Morning Conference IV,3916,AR,FF F2000,2,0,,,
2021-09-26 15:59:34,124,Morning Conference IV,3916,SMG,PP-2000,2,0,,,
2021-09-26 16:00:13,124,Morning Conference IV,3916,HG,Bren Ten,2,0,,,
2021-09-26 16:00:44,124,Morning Conference IV,3916,HG,FF FNP9,2,0,,,
2021-09-26 16:00:58,124,Morning Conference IV,3916,SMG,Spectre M4,2,0,,,
2021-09-26 16:02:19,124,Morning Conference IV,3917,AR,FF FNC,3,1,,,
2021-09-26 16:02:46,124,Morning Conference IV,3917,HG,M1911,2,0,,,
2021-09-26 16:03:15,124,Morning Conference IV,3917,RF,FF FN49,2,0,,,
2021-09-26 16:03:43,124,Morning Conference IV,3917,HG,M9,3,1,,,
2021-09-26 16:03:57,124,Morning Conference IV,3917,SMG,Type64,2,0,,,
2021-09-26 16:05:34,124,Morning Conference IV,3918,RF,SKS,2,0,,,
2021-09-26 16:06:08,124,Morning Conference IV,3918,SMG,PP-2000,2,0,,,
2021-09-26 16:06:44,124,Morning Conference IV,3918,SMG,Ingram,3,1,,,
2021-09-26 16:07:14,124,Morning Conference IV,3918,HG,M1911,2,0,,,
2021-09-26 16:07:28,124,Morning Conference IV,3918,SMG,Spectre M4,2,0,,,
2021-09-26 16:09:17,124,Morning Conference IV,3919,SMG,M3,2,0,,,
2021-09-26 16:09:51,124,Morning Conference IV,3919,RF,FF FN49,2,0,,,
2021-09-26 16:10:22,124,Morning Conference IV,3919,SMG,M38,2,0,,,
2021-09-26 16:10:36,124,Morning Conference IV,3919,AR,Gr G3,2,0,,,
2021-09-26 16:11:49,124,Morning Conference IV,3920,HG,FF FNP9,2,0,,,
2021-09-26 16:12:24,124,Morning Conference IV,3920,AR,Galil,2,0,,,
2021-09-26 16:13:25,124,Morning Conference IV,3920,AR,Gr G3,2,0,,,
2021-09-26 16:13:40,124,Morning Conference IV,3920,RF,FF FN49,2,0,,,
2021-09-26 16:15:35,124,Morning Conference IV,3921,RF,SKS,2,0,,,
2021-09-26 16:16:40,124,Morning Conference IV,3921,SMG,Skorpion,3,1,,,
2021-09-26 16:16:55,124,Morning Conference IV,3921,AR,Galil,2,0,,,
2021-09-26 18:53:00,124,Morning Conference IV,3922,HG,P38,2,0,,,
2021-09-26 18:53:32,124,Morning Conference IV,3922,RF,FF FN49,2,0,,,
2021-09-26 18:54:34,124,Morning Conference IV,3922,AR,FF F2000,2,0,,,
2021-09-26 18:54:48,124,Morning Conference IV,3922,SMG,Spectre M4,2,0,,,
2021-09-26 18:55:53,124,Morning Conference IV,3923,RF,SKS,2,0,,,
2021-09-26 18:56:20,124,Morning Conference IV,3923,MG,M1918,4,3,,,
2021-09-26 18:57:04,124,Morning Conference IV,3923,AR,FF F2000,2,0,,,
2021-09-26 18:57:33,124,Morning Conference IV,3923,SMG,MAT-49,4,3,,,
2021-09-26 18:57:47,124,Morning Conference IV,3923,HG,Astra,3,1,,,
2021-09-26 18:59:42,124,Morning Conference IV,3924,RF,SKS,2,0,,,
2021-09-26 19:00:18,124,Morning Conference IV,3924,HG,FF FNP9,2,0,,,
2021-09-26 19:00:49,124,Morning Conference IV,3924,AR,FF FNC,3,1,,,
2021-09-26 19:01:03,124,Morning Conference IV,3924,HG,Bren Ten,2,0,,,
2021-09-26 19:02:09,124,Morning Conference IV,3925,HG,M1911,2,0,,,
2021-09-26 19:02:36,124,Morning Conference IV,3925,AR,FF F2000,2,0,,,
2021-09-26 19:03:03,124,Morning Conference IV,3925,AR,Galil,2,0,,,
2021-09-26 19:03:34,124,Morning Conference IV,3925,SMG,Spectre M4,2,0,,,
2021-09-26 19:03:48,124,Morning Conference IV,3925,MG,PK,4,3,,,
2021-09-26 19:05:15,124,Morning Conference IV,3926,SMG,PP-2000,2,0,,,
2021-09-26 19:05:52,124,Morning Conference IV,3926,AR,FF F2000,2,0,,,
2021-09-26 19:06:29,124,Morning Conference IV,3926,SMG,Type64,2,0,,,
2021-09-26 19:06:59,124,Morning Conference IV,3926,HG,P38,2,0,,,
2021-09-26 19:07:14,124,Morning Conference IV,3926,SMG,Type64,2,0,,,
2021-09-26 19:08:26,124,Morning Conference IV,3927,MG,AAT-52,2,0,,,
2021-09-26 19:08:53,124,Morning Conference IV,3927,HG,FF FNP9,2,0,,,
2021-09-26 19:09:53,124,Morning Conference IV,3927,HG,FF FNP9,2,0,,,
2021-09-26 19:10:07,124,Morning Conference IV,3927,MG,LWMMG,2,0,,,
2021-09-26 19:11:20,124,Morning Conference IV,3928,HG,M1911,2,0,,,
2021-09-26 19:11:52,124,Morning Conference IV,3928,SMG,M3,2,0,,,
2021-09-26 19:12:58,124,Morning Conference IV,3928,SMG,M3,2,0,,,
2021-09-26 19:13:12,124,Morning Conference IV,3928,HG,M1911,2,0,,,
2021-09-26 19:16:39,124,Morning Conference IV,3929,MG,LWMMG,2,0,,,
2021-09-26 19:17:23,124,Morning Conference IV,3929,HG,FF FNP9,2,0,,,
2021-09-26 19:18:16,124,Morning Conference IV,3929,HG,FF FNP9,2,0,,,
2021-09-26 19:18:31,124,Morning Conference IV,3929,SMG,M38,2,0,,,
2021-09-26 19:19:42,124,Morning Conference IV,3930,SMG,PP-2000,2,0,,,
2021-09-26 19:20:16,124,Morning Conference IV,3930,MG,MG34,2,0,,,
2021-09-26 19:20:52,124,Morning Conference IV,3930,AR,Galil,2,0,,,
2021-09-26 19:21:22,124,Morning Conference IV,3930,SMG,Type64,2,0,,,
2021-09-26 19:21:37,124,Morning Conference IV,3930,AR,Gr G3,2,0,,,
2021-09-26 19:23:28,124,Morning Conference IV,3931,HG,Astra,3,1,,,
2021-09-26 19:24:12,124,Morning Conference IV,3931,AR,Gr G3,2,0,,,
2021-09-26 19:24:39,124,Morning Conference IV,3931,AR,Galil,2,0,,,
2021-09-26 19:25:07,124,Morning Conference IV,3931,MG,MG42,3,1,,,
2021-09-26 19:25:21,124,Morning Conference IV,3931,SMG,Type64,2,0,,,
2021-09-26 19:26:58,124,Morning Conference IV,3932,AR,FF F2000,2,0,,,
2021-09-26 19:27:33,124,Morning Conference IV,3932,RF,SKS,2,0,,,
2021-09-26 19:28:36,124,Morning Conference IV,3932,SMG,Type64,2,0,,,
2021-09-26 19:28:50,124,Morning Conference IV,3932,RF,FF FN49,2,0,,,
2021-09-26 19:31:03,124,Morning Conference IV,3933,MG,MG42,3,1,,,
2021-09-26 19:31:30,124,Morning Conference IV,3933,SMG,Spectre M4,2,0,,,
2021-09-26 19:32:01,124,Morning Conference IV,3933,MG,AAT-52,2,0,,,
2021-09-26 19:32:16,124,Morning Conference IV,3933,MG,M2HB,3,1,,,
2021-09-26 19:40:05,60,Late Farewell,183,AR,Galil,2,0,,,
2021-09-26 19:40:50,60,Late Farewell,183,HG,FF FNP9,2,0,,,
2021-09-26 19:41:17,60,Late Farewell,183,RF,M14,3,1,,,
2021-09-26 19:41:45,60,Late Farewell,183,MG,LWMMG,2,0,,,
2021-09-26 19:41:59,60,Late Farewell,183,RF,FF FN49,2,0,,,
2021-09-26 19:44:53,90029,Eagle and Jackdaw I,571,,,,,M61 Armor-Piercing Ammo,M61 Armor-Piercing Ammo,2
2021-09-26 19:45:33,90029,Eagle and Jackdaw I,571,,,,,PEQ-2,PEQ-2,2
2021-09-26 19:45:56,90029,Eagle and Jackdaw I,571,,,,,EOT 512,EOT 512,3
2021-09-26 19:50:59,90029,Eagle and Jackdaw I,572,,,,,AC1 Suppressor,AC1 Suppressor,2
2021-09-26 19:51:21,90029,Eagle and Jackdaw I,572,,,,,#1 Buckshot,#1 Buckshot,2
2021-09-26 19:51:43,90029,Eagle and Jackdaw I,572,,,,,ILM Hollow-Point Ammo,ILM Hollow-Point Ammo,4
2021-09-26 19:52:05,90029,Eagle and Jackdaw I,572,,,,,FMJ High-Velocity Ammo,FMJ High-Velocity Ammo,2
2021-09-26 19:53:17,90029,Eagle and Jackdaw I,573,,,,,M61 Armor-Piercing Ammo,M61 Armor-Piercing Ammo,2
2021-09-26 19:53:39,90029,Eagle and Jackdaw I,573,,,,,PEQ-2,PEQ-2,2
2021-09-26 19:54:01,90029,Eagle and Jackdaw I,573,,,,,BK Slug,BK Slug,2
2021-09-26 19:54:24,90029,Eagle and Jackdaw I,573,,,,,M61 Armor-Piercing Ammo,M61 Armor-Piercing Ammo,2
2021-09-27 19:58:25,90029,Eagle and Jackdaw I,574,,,,,#1 Buckshot,#1 Buckshot,2
2021-09-27 19:58:48,90029,Eagle and Jackdaw I,574,,,,,FMJ High-Velocity Ammo,FMJ High-Velocity Ammo,2
2021-09-27 19:59:11,90029,Eagle and Jackdaw I,574,,,,,IOP X1 Exoskeleton,IOP X1 Exoskeleton,2
2021-09-27 19:59:33,90029,Eagle and Jackdaw I,574,,,,,Camouflage Cape,Camouflage Cape,3
2021-09-27 20:07:53,90029,Eagle and Jackdaw I,575,,,,,AMP COMPM2,AMP COMPM2,2
2021-09-27 20:08:15,90029,Eagle and Jackdaw I,575,,,,,ILM Hollow-Point Ammo,ILM Hollow-Point Ammo,2
2021-09-27 20:08:55,90029,Eagle and Jackdaw I,575,,,,,ILM Hollow-Point Ammo,ILM Hollow-Point Ammo,2
2021-09-27 20:09:17,90029,Eagle and Jackdaw I,575,,,,,#00 Buckshot,#00 Buckshot,4
2021-09-27 20:13:24,90029,Eagle and Jackdaw I,576,,,,,Ragged Cape,Ragged Cape,2
2021-09-27 20:13:46,90029,Eagle and Jackdaw I,576,,,,,FMJ High-Velocity Ammo,FMJ High-Velocity Ammo,2
2021-09-27 20:14:08,90029,Eagle and Jackdaw I,576,,,,,AMP COMPM2,AMP COMPM2,2
2021-09-27 20:14:31,90029,Eagle and Jackdaw I,576,,,,,IOP High-Capacity Ammo Box,IOP High-Capacity Ammo Box,4
2021-09-27 20:19:08,90029,Eagle and Jackdaw I,577,,,,,Camouflage Cape,Camouflage Cape,3
2021-09-27 20:19:30,90029,Eagle and Jackdaw I,577,,,,,Ragged Cape,Ragged Cape,2
2021-09-27 20:19:53,90029,Eagle and Jackdaw I,577,,,,,PEQ-2,PEQ-2,2
2021-09-27 20:20:15,90029,Eagle and Jackdaw I,577,,,,,ILM Hollow-Point Ammo,ILM Hollow-Point Ammo,4
2021-09-27 20:20:37,90029,Eagle and Jackdaw I,577,,,,,EOT 506,EOT 506,2
2021-09-27 22:23:10,14,Advanced Training IV,8,SMG,Spectre M4,2,0,,,
2021-09-27 22:24:20,14,Advanced Training IV,8,HG,M1911,2,0,,,
2021-09-27 22:25:15,14,Advanced Training IV,8,SMG,MP40,2,0,,,
2021-09-27 22:25:41,14,Advanced Training IV,8,HG,FF FNP9,2,0,,,
2021-09-27 22:26:12,14,Advanced Training IV,8,HG,PPK,2,0,,,
2021-09-27 22:27:34,14,Advanced Training IV,9,SMG,MP40,2,0,,,
2021-09-27 22:28:30,14,Advanced Training IV,9,SMG,MP40,2,0,,,
2021-09-27 22:28:57,14,Advanced Training IV,9,SMG,Spectre M4,2,0,,,
2021-09-27 22:29:30,14,Advanced Training IV,9,SMG,IDW,2,0,,,
2021-09-27 22:30:09,14,Advanced Training IV,10,HG,P38,2,0,,,
2021-09-27 22:31:49,14,Advanced Training IV,10,HG,M1895,2,0,,,
2021-09-27 22:32:16,14,Advanced Training IV,10,HG,FF FNP9,2,0,,,
2021-09-27 22:32:48,14,Advanced Training IV,10,HG,PPK,2,0,,,
2021-09-27 22:38:55,14,Advanced Training IV,11,HG,FF FNP9,2,0,,,
2021-09-27 22:39:22,14,Advanced Training IV,11,AR,Galil,2,0,,,
2021-09-27 22:39:49,14,Advanced Training IV,11,HG,P38,2,0,,,
2021-09-27 22:40:21,14,Advanced Training IV,11,HG,PPK,2,0,,,
2021-09-27 22:42:38,24,Field Samples IV,17,HG,MP-446,2,0,,,
2021-09-27 22:44:43,24,Field Samples IV,17,AR,L85A1,2,0,,,
2021-09-27 22:45:09,24,Field Samples IV,17,SMG,M38,2,0,,,
2021-09-27 22:45:27,24,Field Samples IV,17,HG,FF FNP9,2,0,,,
2021-09-27 22:48:12,24,Field Samples IV,18,AR,Gr G3,2,0,,,
2021-09-27 22:48:24,24,Field Samples IV,18,HG,M1895,2,0,,,
2021-09-27 22:50:00,24,Field Samples IV,19,RF,FF FN49,2,0,,,
2021-09-27 22:50:15,24,Field Samples IV,19,HG,P38,2,0,,,
2021-09-27 22:51:14,24,Field Samples IV,20,RF,G43,2,0,,,
2021-09-27 22:52:08,24,Field Samples IV,20,SMG,Spectre M4,2,0,,,
2021-09-27 22:52:18,24,Field Samples IV,20,SMG,Type64,2,0,,,
2021-09-27 22:54:04,24,Field Samples IV,21,AR,Gr G3,2,0,,,
2021-09-27 22:54:17,24,Field Samples IV,21,SMG,m45,2,0,,,
2021-09-27 22:59:40,70,Reunion,121,MG,Bren,3,1,,,
2021-09-27 23:00:05,70,Reunion,121,RF,SVT-38,2,0,,,
2021-09-27 23:00:39,70,Reunion,121,AR,Gr G3,2,0,,,
2021-09-27 23:01:11,70,Reunion,121,AR,FF F2000,2,0,,,
2021-09-28 20:55:21,10382,Open Bag Surprise,1,SMG,Spectre M4,2,0,,,
2021-09-28 20:55:53,10382,Open Bag Surprise,1,RF,FF FN49,2,0,,,
2021-09-28 20:57:18,10383,Shelf Life,0,RF,SV-98,3,1,,,
2021-09-28 20:57:49,10383,Shelf Life,0,AR,L85A1,2,0,,,
2021-09-28 20:58:23,10383,Shelf Life,0,SMG,m45,2,0,,,
2021-09-28 20:59:16,10383,Shelf Life,0,RF,G43,2,0,,,
2021-09-28 20:59:32,10383,Shelf Life,0,SMG,PPSh-41,2,0,,,
2021-09-28 21:00:41,10384,Preservative,0,MG,AAT-52,2,0,,,
2021-09-28 21:01:40,10384,Preservative,0,AR,AK-47,3,1,,,
2021-09-28 21:02:12,10384,Preservative,0,HG,FF FNP9,2,0,,,
2021-09-28 21:03:22,10384,Preservative,0,MG,LWMMG,2,0,,,
2021-09-28 21:04:30,10384,Preservative,0,RF,FF FN49,2,0,,,
2021-09-28 21:05:14,10384,Preservative,0,HG,M1911,2,0,,,
2021-09-28 21:05:32,10384,Preservative,0,MG,MG34,2,0,,,
2021-09-28 21:06:56,10384,Preservative,0,SMG,M3,2,0,,,
2021-09-28 21:07:23,10384,Preservative,0,AR,FF F2000,2,0,,,
2021-09-28 21:08:21,10384,Preservative,0,AR,FF F2000,2,0,,,
2021-09-28 21:09:31,10384,Preservative,0,HG,M9,3,1,,,
2021-09-28 21:09:57,10384,Preservative,0,HG,FF FNP9,2,0,,,
2021-09-28 21:10:20,10384,Preservative,0,HG,M1911,2,0,,,
2021-09-28 21:10:49,10384,Preservative,0,MG,M2HB,3,1,,,
2021-09-28 21:10:58,10384,Preservative,0,SMG,M38,2,0,,,
2021-09-28 21:12:23,10384,Preservative,0,MG,AAT-52,2,0,,,
2021-09-28 21:12:51,10384,Preservative,0,AR,Gr G3,2,0,,,
2021-09-28 21:13:50,10384,Preservative,0,RF,FF FN49,2,0,,,
2021-09-28 21:14:04,10384,Preservative,0,HG,FF FNP9,2,0,,,
2021-09-28 21:15:34,10384,Preservative,0,MG,LWMMG,2,0,,,
2021-09-28 21:16:04,10384,Preservative,0,AR,AK-47,3,1,,,
2021-09-28 21:16:33,10384,Preservative,0,SMG,M3,2,0,,,
2021-09-28 21:17:03,10384,Preservative,0,AR,FF F2000,2,0,,,
2021-09-28 21:17:17,10384,Preservative,0,AR,Galil,2,0,,,
2021-09-28 21:18:06,10384,Preservative,0,MG,AAT-52,2,0,,,
2021-09-28 21:18:35,10384,Preservative,0,MG,LWMMG,2,0,,,
2021-09-28 21:19:33,10384,Preservative,0,RF,SKS,2,0,,,
2021-09-28 21:19:47,10384,Preservative,0,HG,Bren Ten,2,0,,,
2021-09-28 21:21:34,10384,Preservative,0,MG,MG34,2,0,,,
2021-09-28 21:22:03,10384,Preservative,0,RF,SKS,2,0,,,
2021-09-28 21:22:32,10384,Preservative,0,HG,P38,2,0,,,
2021-09-28 21:23:03,10384,Preservative,0,SMG,PP-2000,2,0,,,
2021-09-28 21:23:16,10384,Preservative,0,RF,FF FN49,2,0,,,
2021-09-28 21:25:16,10384,Preservative,0,SMG,PP-2000,2,0,,,
2021-09-28 21:25:46,10384,Preservative,0,MG,LWMMG,2,0,,,
2021-09-28 21:26:14,10384,Preservative,0,MG,MG34,2,0,,,
2021-09-28 21:26:47,10384,Preservative,0,HG,Bren Ten,2,0,,,
2021-09-28 21:28:40,10384,Preservative,0,MG,LWMMG,2,0,,,
2021-09-28 21:29:09,10384,Preservative,0,AR,FF F2000,2,0,,,
2021-09-28 21:29:34,10384,Preservative,0,SMG,M38,2,0,,,
2021-09-28 21:30:06,10384,Preservative,0,MG,LWMMG,2,0,,,
2021-09-28 21:30:16,10384,Preservative,0,MG,AAT-52,2,0,,,
2021-09-28 21:32:39,10384,Preservative,0,SMG,Type64,2,0,,,
2021-09-28 21:33:07,10384,Preservative,0,SMG,Spectre M4,2,0,,,
2021-09-28 21:33:38,10384,Preservative,0,RF,SKS,2,0,,,
2021-09-28 21:33:51,10384,Preservative,0,HG,P38,2,0,,,
2021-09-28 21:34:51,10384,Preservative,0,SMG,M38,2,0,,,
2021-09-28 21:35:20,10384,Preservative,0,AR,Gr G3,2,0,,,
2021-09-28 21:35:49,10384,Preservative,0,HG,M1911,2,0,,,
2021-09-28 21:36:19,10384,Preservative,0,MG,MG34,2,0,,,
2021-09-28 21:36:28,10384,Preservative,0,MG,LWMMG,2,0,,,
2021-09-28 21:37:12,10384,Preservative,0,HG,M1911,2,0,,,
2021-09-28 21:38:09,10384,Preservative,0,AR,FF F2000,2,0,,,
2021-09-28 21:38:53,10384,Preservative,0,RF,SKS,2,0,,,
2021-09-28 21:40:31,10384,Preservative,0,SMG,Spectre M4,2,0,,,
2021-09-28 21:40:59,10384,Preservative,0,MG,AAT-52,2,0,,,
2021-09-28 21:41:29,10384,Preservative,0,SMG,M3,2,0,,,
2021-09-28 21:42:07,10384,Preservative,0,SMG,AK-74U,5,5,,,
2021-09-28 21:53:14,70,Reunion,122,HG,MP-446,2,0,,,
2021-09-28 21:53:45,70,Reunion,122,AR,Galil,2,0,,,
2021-09-29 20:51:27,124,Morning Conference IV,3948,HG,FF FNP9,2,0,,,
2021-09-29 20:51:57,124,Morning Conference IV,3948,AR,FF FNC,3,1,,,
2021-09-29 20:52:26,124,Morning Conference IV,3948,SMG,Spectre M4,2,0,,,
2021-09-29 20:52:40,124,Morning Conference IV,3948,SMG,PP-2000,2,0,,,
2021-09-29 20:55:58,124,Morning Conference IV,3949,SMG,Spectre M4,2,0,,,
2021-09-29 20:56:57,124,Morning Conference IV,3949,HG,M1911,2,0,,,
2021-09-29 20:57:11,124,Morning Conference IV,3949,RF,FF FN49,2,0,,,
2021-09-29 20:59:20,124,Morning Conference IV,3950,AR,Gr G3,2,0,,,
2021-09-29 20:59:51,124,Morning Conference IV,3950,HG,M1911,2,0,,,
2021-09-29 21:00:25,124,Morning Conference IV,3950,RF,SKS,2,0,,,
2021-09-29 21:00:54,124,Morning Conference IV,3950,SMG,Type64,2,0,,,
2021-09-29 21:01:09,124,Morning Conference IV,3950,RF,SKS,2,0,,,
2021-09-29 21:02:21,124,Morning Conference IV,3951,HG,C96,3,1,,,
2021-09-29 21:02:48,124,Morning Conference IV,3951,AR,FF F2000,2,0,,,
2021-09-29 21:03:15,124,Morning Conference IV,3951,SMG,Type64,2,0,,,
2021-09-29 21:03:44,124,Morning Conference IV,3951,SMG,M3,2,0,,,
2021-09-29 21:03:59,124,Morning Conference IV,3951,HG,M1911,2,0,,,
2021-09-29 21:06:05,124,Morning Conference IV,3952,HG,FF FNP9,2,0,,,
2021-09-29 21:06:36,124,Morning Conference IV,3952,MG,M2HB,3,1,,,
2021-09-29 21:07:09,124,Morning Conference IV,3952,RF,SKS,2,0,,,
2021-09-29 21:07:39,124,Morning Conference IV,3952,SMG,Micro Uzi,3,1,,,
2021-09-29 21:07:53,124,Morning Conference IV,3952,HG,C96,3,1,,,
2021-09-29 21:13:13,124,Morning Conference IV,3953,RF,FF FN49,2,0,,,
2021-09-29 21:13:40,124,Morning Conference IV,3953,HG,FF FNP9,2,0,,,
2021-09-29 21:14:09,124,Morning Conference IV,3953,SMG,PP-2000,2,0,,,
2021-09-29 21:14:37,124,Morning Conference IV,3953,HG,C96,3,1,,,
2021-09-29 21:14:52,124,Morning Conference IV,3953,MG,LWMMG,2,0,,,
2021-09-29 21:44:36,124,Morning Conference IV,3954,MG,LWMMG,2,0,,,
2021-09-29 21:45:06,124,Morning Conference IV,3954,HG,M1911,2,0,,,
2021-09-29 21:45:41,124,Morning Conference IV,3954,AR,FF F2000,2,0,,,
2021-09-29 21:46:11,124,Morning Conference IV,3954,SMG,PP-2000,2,0,,,
2021-09-29 21:46:26,124,Morning Conference IV,3954,SMG,Type64,2,0,,,
2021-09-29 21:47:55,124,Morning Conference IV,3955,SMG,M38,2,0,,,
2021-09-29 21:48:22,124,Morning Conference IV,3955,AR,FF F2000,2,0,,,
2021-09-29 21:49:23,124,Morning Conference IV,3955,SMG,PP-2000,2,0,,,
2021-09-29 21:49:37,124,Morning Conference IV,3955,AR,Gr G3,2,0,,,
2021-09-29 21:50:46,124,Morning Conference IV,3956,HG,M9,3,1,,,
2021-09-29 21:51:17,124,Morning Conference IV,3956,HG,M1911,2,0,,,
2021-09-29 21:52:17,124,Morning Conference IV,3956,SMG,Type64,2,0,,,
2021-09-29 21:52:32,124,Morning Conference IV,3956,SMG,M3,2,0,,,
2021-09-29 22:01:03,124,Morning Conference IV,3957,AR,Gr G3,2,0,,,
2021-09-29 22:01:30,124,Morning Conference IV,3957,RF,SKS,2,0,,,
2021-09-29 22:01:58,124,Morning Conference IV,3957,HG,Astra,3,1,,,
2021-09-29 22:02:28,124,Morning Conference IV,3957,HG,Astra,3,1,,,
2021-09-29 22:02:42,124,Morning Conference IV,3957,MG,LWMMG,2,0,,,
2021-09-29 22:06:08,124,Morning Conference IV,3958,RF,SKS,2,0,,,
2021-09-29 22:06:38,124,Morning Conference IV,3958,HG,M9,3,1,,,
2021-09-29 22:07:12,124,Morning Conference IV,3958,HG,P38,2,0,,,
2021-09-29 22:07:42,124,Morning Conference IV,3958,SMG,M38,2,0,,,
2021-09-29 22:07:56,124,Morning Conference IV,3958,SMG,Ingram,3,1,,,
2021-09-29 22:25:52,124,Morning Conference IV,3959,MG,MG34,2,0,,,
2021-09-29 22:26:46,124,Morning Conference IV,3959,MG,MG34,2,0,,,
2021-09-29 22:27:00,124,Morning Conference IV,3959,MG,MG34,2,0,,,
2021-09-29 22:31:33,124,Morning Conference IV,3960,MG,MG42,3,1,,,
2021-09-29 22:32:32,124,Morning Conference IV,3960,HG,FF FNP9,2,0,,,
2021-09-29 22:32:47,124,Morning Conference IV,3960,RF,SKS,2,0,,,
2021-09-29 22:34:01,124,Morning Conference IV,3961,AR,Galil,2,0,,,
2021-09-29 22:34:29,124,Morning Conference IV,3961,HG,P38,2,0,,,
2021-09-29 22:35:03,124,Morning Conference IV,3961,HG,P38,2,0,,,
2021-09-29 22:35:35,124,Morning Conference IV,3961,HG,Bren Ten,2,0,,,
2021-09-29 22:35:49,124,Morning Conference IV,3961,HG,C96,3,1,,,
2021-09-30 20:25:57,90004,Petite Courrier IV,43,,,,,AMP COMPM2,AMP COMPM2,2
2021-09-30 20:30:08,90004,Petite Courrier IV,43,,,,,IOP T2 Exoskeleton,IOP T2 Exoskeleton,3
2021-09-30 20:31:06,90004,Petite Courrier IV,43,,,,,PEQ-2,PEQ-2,2
